transactionreference,paymenttypedescription,transactionstartedtimestamp,currencyiso3a,mainamount,settlemainamount,settledtimestamp,settlestatus,errorcode,accounttypedescription,requesttypedescription
23-9-80502,VISA,2016-09-06 13:19:36,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80503,VISA,2016-09-06 20:14:39,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80504,VISA,2016-09-04 00:26:05,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80509,VISA,2016-09-03 10:39:56,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80512,VISA,2016-09-06 22:47:43,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80514,VISA,2016-09-04 21:23:09,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80515,VISA,2016-09-05 23:19:38,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80517,VISA,2016-09-06 04:01:12,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80520,VISA,2016-09-04 00:08:43,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80522,VISA,2016-09-06 23:38:35,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80526,VISA,2016-09-05 21:58:36,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80528,VISA,2016-09-05 14:50:37,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80529,VISA,2016-09-04 17:36:43,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80530,VISA,2016-09-05 05:46:25,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80532,VISA,2016-09-05 08:28:01,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80535,VISA,2016-09-06 18:04:32,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80536,VISA,2016-09-05 10:36:26,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80539,VISA,2016-09-04 07:29:46,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80540,VISA,2016-09-04 03:22:56,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80542,VISA,2016-09-06 05:11:58,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80544,VISA,2016-09-04 23:11:18,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80546,VISA,2016-09-04 21:12:52,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80550,VISA,2016-09-04 18:18:14,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80554,VISA,2016-09-04 16:13:37,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80559,VISA,2016-09-06 09:04:28,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80560,VISA,2016-09-04 11:42:47,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80561,VISA,2016-09-03 13:37:55,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80565,VISA,2016-09-04 11:06:06,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80566,VISA,2016-09-06 15:28:22,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80570,VISA,2016-09-04 22:05:41,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80574,VISA,2016-09-04 17:28:15,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80575,VISA,2016-09-05 06:16:46,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80582,VISA,2016-09-03 04:07:43,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80583,VISA,2016-09-05 22:16:31,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80584,VISA,2016-09-06 03:50:23,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80585,VISA,2016-09-05 12:33:43,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80586,VISA,2016-09-06 07:11:58,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80593,VISA,2016-09-04 03:14:02,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80594,VISA,2016-09-04 08:20:32,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80595,VISA,2016-09-03 08:35:09,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80596,VISA,2016-09-05 20:40:50,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80597,VISA,2016-09-04 20:25:28,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80598,VISA,2016-09-04 01:20:01,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80600,VISA,2016-09-05 04:31:57,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80601,VISA,2016-09-03 16:57:40,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80603,VISA,2016-09-03 03:29:15,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80604,VISA,2016-09-05 08:07:16,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80605,VISA,2016-09-06 05:28:27,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80607,VISA,2016-09-03 10:47:58,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80609,VISA,2016-09-05 23:23:39,GBP,55.42,55.42,2016-09-06 09:43:41,100,0,ECOM,REFUND
23-9-80612,VISA,2016-09-05 08:20:03,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80614,VISA,2016-09-06 03:02:27,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80620,VISA,2016-09-05 15:34:31,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80621,VISA,2016-09-06 01:52:12,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80622,VISA,2016-09-05 18:49:15,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80624,VISA,2016-09-04 12:41:59,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80625,VISA,2016-09-04 03:33:49,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80627,VISA,2016-09-06 12:30:07,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80630,VISA,2016-09-05 21:21:32,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80631,VISA,2016-09-03 03:14:54,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80632,VISA,2016-09-06 07:08:39,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80633,VISA,2016-09-03 02:50:51,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80634,VISA,2016-09-05 15:41:31,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80636,VISA,2016-09-03 18:28:54,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80641,VISA,2016-09-06 02:29:28,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80642,VISA,2016-09-04 02:57:42,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80644,VISA,2016-09-05 07:51:51,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80647,VISA,2016-09-04 08:46:04,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80652,VISA,2016-09-03 18:09:04,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80653,VISA,2016-09-05 02:22:38,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80658,VISA,2016-09-04 21:16:55,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80659,VISA,2016-09-06 06:43:18,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80660,VISA,2016-09-03 15:52:37,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80661,VISA,2016-09-05 02:19:49,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80663,VISA,2016-09-04 16:23:09,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80665,VISA,2016-09-05 16:09:29,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80667,VISA,2016-09-06 09:30:19,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80669,VISA,2016-09-03 15:22:09,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80672,VISA,2016-09-04 20:46:50,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80673,VISA,2016-09-06 03:49:34,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80674,VISA,2016-09-06 04:24:57,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80675,VISA,2016-09-06 15:57:34,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80678,VISA,2016-09-04 16:58:54,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80681,VISA,2016-09-06 21:35:30,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80687,VISA,2016-09-06 00:27:18,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80688,VISA,2016-09-03 03:24:18,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80689,VISA,2016-09-04 08:45:15,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80692,VISA,2016-09-03 10:21:58,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80693,VISA,2016-09-06 06:27:05,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80694,VISA,2016-09-04 01:34:55,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80698,VISA,2016-09-06 12:17:03,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80699,VISA,2016-09-06 05:59:39,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80700,VISA,2016-09-05 08:39:51,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80704,VISA,2016-09-06 08:17:51,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80705,VISA,2016-09-05 18:20:37,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80706,VISA,2016-09-04 23:57:21,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80708,VISA,2016-09-03 02:43:48,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80709,VISA,2016-09-04 09:35:50,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80710,VISA,2016-09-03 06:57:58,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80711,VISA,2016-09-05 11:39:04,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80715,VISA,2016-09-03 01:59:39,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80721,VISA,2016-09-03 00:18:36,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80723,VISA,2016-09-06 03:48:59,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80724,VISA,2016-09-03 22:26:56,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80726,VISA,2016-09-04 07:37:06,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80731,VISA,2016-09-03 02:11:52,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80732,VISA,2016-09-04 14:06:13,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80733,VISA,2016-09-05 09:16:10,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80735,VISA,2016-09-04 03:26:45,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80736,VISA,2016-09-03 19:29:30,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80737,VISA,2016-09-05 09:06:57,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80738,VISA,2016-09-03 10:50:31,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80739,VISA,2016-09-03 10:04:04,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80740,VISA,2016-09-03 00:36:57,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80741,VISA,2016-09-04 07:37:03,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80745,VISA,2016-09-06 05:24:17,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80746,VISA,2016-09-03 17:10:52,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80748,VISA,2016-09-05 19:47:59,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80750,VISA,2016-09-05 12:31:11,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80751,VISA,2016-09-06 03:14:06,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80753,VISA,2016-09-04 10:31:49,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80754,VISA,2016-09-04 17:12:11,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80755,VISA,2016-09-04 11:44:03,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80756,VISA,2016-09-03 01:36:50,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80760,VISA,2016-09-06 06:57:26,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80763,VISA,2016-09-06 05:49:02,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80764,VISA,2016-09-04 18:32:03,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80765,VISA,2016-09-05 06:45:36,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80766,VISA,2016-09-06 23:44:36,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80767,VISA,2016-09-04 08:06:14,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80768,VISA,2016-09-04 00:43:25,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80769,VISA,2016-09-06 04:48:49,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80770,VISA,2016-09-04 08:07:11,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80773,VISA,2016-09-05 12:03:08,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80774,VISA,2016-09-06 23:24:04,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80776,VISA,2016-09-05 10:51:39,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80782,VISA,2016-09-05 21:38:40,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80784,VISA,2016-09-04 15:40:42,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80787,VISA,2016-09-03 00:20:28,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80791,VISA,2016-09-04 03:38:47,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80794,VISA,2016-09-06 21:39:59,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80795,VISA,2016-09-03 23:53:50,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80798,VISA,2016-09-05 10:09:19,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80800,VISA,2016-09-05 01:54:26,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80805,VISA,2016-09-06 01:53:40,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80810,VISA,2016-09-05 20:09:33,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80813,VISA,2016-09-05 03:30:18,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80814,VISA,2016-09-05 23:36:24,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80817,VISA,2016-09-06 15:34:58,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80818,VISA,2016-09-03 10:19:30,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80822,VISA,2016-09-04 12:44:50,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80825,VISA,2016-09-03 10:48:14,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80826,VISA,2016-09-05 22:14:28,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80829,VISA,2016-09-05 22:43:59,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80831,VISA,2016-09-05 06:13:34,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80832,VISA,2016-09-04 12:41:12,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80833,VISA,2016-09-03 16:23:06,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80834,VISA,2016-09-06 13:13:01,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80835,VISA,2016-09-06 03:32:15,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80838,VISA,2016-09-04 22:09:35,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80840,VISA,2016-09-03 10:38:22,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80842,VISA,2016-09-03 16:15:56,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80844,VISA,2016-09-04 01:31:55,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80846,VISA,2016-09-05 19:43:26,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80848,VISA,2016-09-05 03:53:51,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80851,VISA,2016-09-06 12:36:37,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80855,VISA,2016-09-06 12:18:15,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80856,VISA,2016-09-05 23:45:27,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80858,VISA,2016-09-06 17:58:10,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80862,VISA,2016-09-05 23:33:41,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80863,VISA,2016-09-03 21:54:34,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80864,VISA,2016-09-06 04:16:48,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80865,VISA,2016-09-05 19:17:21,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80866,VISA,2016-09-03 22:31:28,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80867,VISA,2016-09-05 19:59:15,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80868,VISA,2016-09-04 09:53:12,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80869,VISA,2016-09-03 04:53:47,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80872,VISA,2016-09-06 14:57:20,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80873,VISA,2016-09-04 07:57:20,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80874,VISA,2016-09-05 15:26:21,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80875,VISA,2016-09-05 19:27:46,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80876,VISA,2016-09-05 00:49:33,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80881,VISA,2016-09-03 19:02:26,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80883,VISA,2016-09-05 07:16:43,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80884,VISA,2016-09-05 08:36:53,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80885,VISA,2016-09-04 18:30:18,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80891,VISA,2016-09-04 19:04:19,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80893,VISA,2016-09-04 13:45:48,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80898,VISA,2016-09-03 11:50:33,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80900,VISA,2016-09-04 22:37:32,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80904,VISA,2016-09-04 05:09:10,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80905,VISA,2016-09-06 22:41:07,GBP,2.25,2.25,,1,0,ECOM,AUTH
23-9-80910,MASTERCARD,2016-09-05 19:26:40,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80911,MASTERCARD,2016-09-03 22:05:45,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80912,MASTERCARD,2016-09-04 15:23:40,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80913,MASTERCARD,2016-09-06 17:16:41,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80915,MASTERCARD,2016-09-06 11:18:46,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80918,MASTERCARD,2016-09-06 12:08:29,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80920,MASTERCARD,2016-09-03 08:59:56,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80921,MASTERCARD,2016-09-04 09:18:48,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80924,MASTERCARD,2016-09-03 07:14:40,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80928,MASTERCARD,2016-09-03 12:25:54,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80933,MASTERCARD,2016-09-06 00:04:39,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80936,MASTERCARD,2016-09-04 10:59:40,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80938,MASTERCARD,2016-09-03 19:23:48,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80940,MASTERCARD,2016-09-06 03:22:53,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80943,MASTERCARD,2016-09-04 01:05:23,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80944,MASTERCARD,2016-09-05 19:39:12,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80945,MASTERCARD,2016-09-06 12:33:48,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80946,MASTERCARD,2016-09-05 02:46:41,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80948,MASTERCARD,2016-09-03 06:28:20,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80949,MASTERCARD,2016-09-03 10:50:57,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80952,MASTERCARD,2016-09-03 08:55:31,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80954,MASTERCARD,2016-09-06 03:10:07,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80956,MASTERCARD,2016-09-05 02:29:11,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80957,MASTERCARD,2016-09-03 20:50:56,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80963,MASTERCARD,2016-09-05 02:20:29,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80964,MASTERCARD,2016-09-03 17:51:34,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80966,MASTERCARD,2016-09-06 17:15:42,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80967,MASTERCARD,2016-09-05 15:20:50,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80968,MASTERCARD,2016-09-03 12:25:28,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80972,MASTERCARD,2016-09-03 14:14:40,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80973,MASTERCARD,2016-09-03 21:20:23,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80977,MASTERCARD,2016-09-03 16:52:10,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80980,MASTERCARD,2016-09-06 20:12:46,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80982,MASTERCARD,2016-09-06 09:27:44,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80986,MASTERCARD,2016-09-05 16:52:09,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80989,MASTERCARD,2016-09-04 04:16:30,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80990,MASTERCARD,2016-09-06 04:47:56,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80994,MASTERCARD,2016-09-05 19:23:13,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80995,MASTERCARD,2016-09-05 03:51:18,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-80998,MASTERCARD,2016-09-05 19:57:18,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81001,MASTERCARD,2016-09-05 12:09:34,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81003,MASTERCARD,2016-09-06 03:44:18,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81005,MASTERCARD,2016-09-03 07:42:54,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81006,MASTERCARD,2016-09-06 01:08:59,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81007,MASTERCARD,2016-09-03 00:48:06,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81008,MASTERCARD,2016-09-06 16:28:50,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81012,MASTERCARD,2016-09-06 19:35:56,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81013,MASTERCARD,2016-09-06 18:48:47,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81014,MASTERCARD,2016-09-06 21:12:05,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81015,MASTERCARD,2016-09-04 19:46:37,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81016,MASTERCARD,2016-09-04 10:05:19,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81021,MASTERCARD,2016-09-04 09:23:19,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81023,MASTERCARD,2016-09-05 20:28:46,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81025,MASTERCARD,2016-09-03 14:09:43,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81026,MASTERCARD,2016-09-05 22:25:19,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81027,MASTERCARD,2016-09-06 01:57:24,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81029,MASTERCARD,2016-09-03 15:19:34,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81034,MASTERCARD,2016-09-04 19:19:42,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81036,MASTERCARD,2016-09-05 20:27:56,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81039,MASTERCARD,2016-09-06 16:04:39,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81040,MASTERCARD,2016-09-04 12:50:19,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81041,MASTERCARD,2016-09-06 09:36:11,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81046,MASTERCARD,2016-09-04 11:30:55,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81048,MASTERCARD,2016-09-06 05:42:59,GBP,1.25,1.25,,1,0,ECOM,AUTH
