transactionreference,paymenttypedescription,transactionstartedtimestamp,currencyiso3a,mainamount,settlemainamount,settledtimestamp,settlestatus,errorcode,accounttypedescription,requesttypedescription
23-9-84646,VISA,2016-06-02 11:10:45,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84647,VISA,2016-07-11 09:48:15,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84648,VISA,2016-06-03 03:02:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84649,VISA,2016-06-15 04:06:58,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84650,VISA,2016-07-06 12:47:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84651,VISA,2016-07-06 04:42:10,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84652,VISA,2016-06-20 04:48:45,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84653,VISA,2016-06-10 09:20:34,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84654,VISA,2016-06-05 08:17:45,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84655,VISA,2016-07-08 11:57:58,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84656,VISA,2016-06-19 04:07:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84657,VISA,2016-07-18 04:03:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84658,VISA,2016-06-05 05:51:49,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84659,VISA,2016-06-22 09:11:43,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84660,VISA,2016-06-18 03:36:10,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84661,VISA,2016-06-10 02:08:27,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84662,VISA,2016-06-05 02:26:43,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84663,VISA,2016-07-02 11:39:59,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84664,VISA,2016-06-19 07:50:29,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84665,VISA,2016-06-01 05:20:34,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84666,VISA,2016-06-02 02:10:38,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84667,VISA,2016-06-19 11:23:44,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84668,VISA,2016-07-18 07:55:43,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84669,VISA,2016-07-19 01:13:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84670,VISA,2016-06-05 07:26:42,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84671,VISA,2016-06-19 03:43:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84672,VISA,2016-06-06 08:18:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84673,VISA,2016-07-18 07:35:36,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84674,VISA,2016-07-01 09:49:07,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84675,VISA,2016-07-12 12:35:59,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84676,VISA,2016-06-18 08:29:55,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84677,VISA,2016-07-08 07:10:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84678,VISA,2016-06-08 11:01:14,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84679,VISA,2016-07-05 06:07:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84680,VISA,2016-06-22 09:20:49,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84681,VISA,2016-07-06 10:48:10,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84682,VISA,2016-06-03 05:58:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84683,VISA,2016-06-10 12:22:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84684,VISA,2016-06-03 08:04:28,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84685,VISA,2016-06-10 03:27:05,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84686,VISA,2016-06-05 05:45:49,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84687,VISA,2016-07-15 08:19:09,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84688,VISA,2016-07-08 05:34:15,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84689,VISA,2016-07-09 06:38:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84690,VISA,2016-06-10 03:41:08,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84691,VISA,2016-07-14 04:36:08,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84692,VISA,2016-07-14 04:29:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84693,VISA,2016-06-09 09:33:43,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84694,VISA,2016-06-10 01:36:02,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84695,VISA,2016-07-02 02:53:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84696,VISA,2016-06-11 05:23:47,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84697,VISA,2016-07-03 07:34:32,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84698,VISA,2016-07-03 08:47:48,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84699,VISA,2016-06-03 07:34:43,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84700,VISA,2016-07-20 12:11:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84701,VISA,2016-07-03 02:42:15,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84702,VISA,2016-07-09 04:39:18,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84703,VISA,2016-06-18 11:37:02,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84704,VISA,2016-06-08 12:50:17,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84705,VISA,2016-07-09 01:25:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84706,VISA,2016-06-22 06:05:38,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84707,VISA,2016-07-02 12:02:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84708,VISA,2016-07-21 03:07:09,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84709,VISA,2016-06-15 01:12:59,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84710,VISA,2016-07-07 08:17:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84711,VISA,2016-07-05 07:01:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84712,VISA,2016-06-15 12:17:17,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84713,VISA,2016-06-20 06:20:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84714,VISA,2016-07-13 10:40:14,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84715,VISA,2016-07-18 04:16:24,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84717,VISA,2016-06-09 12:11:52,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84718,VISA,2016-06-22 07:33:42,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84719,VISA,2016-07-18 09:26:10,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84720,VISA,2016-07-15 07:51:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84721,VISA,2016-07-21 03:06:12,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84722,VISA,2016-07-13 02:53:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84723,VISA,2016-07-06 04:20:21,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84724,VISA,2016-07-12 12:10:44,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84725,VISA,2016-07-08 12:49:07,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84726,VISA,2016-07-05 12:51:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84727,VISA,2016-07-14 11:35:51,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84728,VISA,2016-07-02 01:41:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84729,VISA,2016-06-20 04:28:02,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84730,VISA,2016-06-22 09:21:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84731,VISA,2016-07-05 11:06:33,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84732,VISA,2016-07-21 10:56:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84733,VISA,2016-06-06 03:12:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84734,VISA,2016-06-22 08:13:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84735,VISA,2016-06-13 07:23:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84736,VISA,2016-07-07 08:26:58,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84737,VISA,2016-07-03 10:08:38,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84738,VISA,2016-06-12 01:28:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84739,VISA,2016-06-12 01:18:18,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84740,VISA,2016-07-05 02:42:48,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84741,VISA,2016-06-17 12:08:45,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84742,VISA,2016-06-18 11:01:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84743,VISA,2016-06-05 09:37:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84744,VISA,2016-06-02 07:01:14,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84745,VISA,2016-07-10 11:54:56,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84746,VISA,2016-07-21 01:35:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84747,VISA,2016-06-13 01:57:40,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84748,VISA,2016-07-06 04:45:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84749,VISA,2016-07-16 04:39:08,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84750,VISA,2016-06-18 12:24:54,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84751,VISA,2016-06-07 06:55:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84752,VISA,2016-06-05 09:58:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84753,VISA,2016-07-15 05:15:08,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84754,VISA,2016-06-02 08:57:28,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84755,VISA,2016-07-17 01:27:48,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84756,VISA,2016-06-05 12:01:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84757,VISA,2016-06-11 06:41:27,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84758,VISA,2016-06-17 11:47:27,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84759,VISA,2016-06-02 05:42:18,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84760,VISA,2016-07-04 02:58:09,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84761,VISA,2016-07-17 01:57:38,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84762,VISA,2016-06-20 04:54:52,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84764,VISA,2016-07-09 04:24:43,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84765,VISA,2016-06-14 04:20:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84766,VISA,2016-06-12 12:42:46,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84767,VISA,2016-06-08 03:48:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84768,VISA,2016-07-05 05:44:17,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84769,VISA,2016-06-16 03:52:07,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84770,VISA,2016-06-09 07:02:51,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84771,VISA,2016-07-12 07:01:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84772,VISA,2016-06-18 05:03:11,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84773,VISA,2016-06-06 07:33:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84774,VISA,2016-06-20 02:03:50,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84775,VISA,2016-06-22 02:18:48,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84776,VISA,2016-06-08 04:07:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84777,VISA,2016-06-21 11:51:36,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84778,VISA,2016-07-21 07:52:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84779,VISA,2016-07-15 04:13:33,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84780,VISA,2016-07-09 08:08:42,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84781,VISA,2016-06-14 08:27:17,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84782,VISA,2016-06-11 02:08:58,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84783,VISA,2016-07-18 08:27:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84784,VISA,2016-06-23 03:41:11,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84785,VISA,2016-07-02 01:28:34,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84786,VISA,2016-06-03 09:24:24,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84787,VISA,2016-07-04 01:05:08,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84788,VISA,2016-06-20 10:53:07,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84789,VISA,2016-06-06 12:22:12,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84790,VISA,2016-06-06 01:23:36,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84791,VISA,2016-07-13 03:12:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84792,VISA,2016-06-06 09:25:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84793,VISA,2016-07-01 12:48:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84794,VISA,2016-06-05 08:58:47,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84795,VISA,2016-06-14 03:39:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84796,VISA,2016-06-08 09:46:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84797,VISA,2016-07-11 03:55:45,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84798,VISA,2016-06-08 05:38:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84799,VISA,2016-06-13 04:56:21,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84800,VISA,2016-06-04 07:36:54,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84801,VISA,2016-07-01 03:15:32,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84802,VISA,2016-06-04 06:05:14,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84803,VISA,2016-07-07 04:07:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84804,VISA,2016-07-14 10:54:07,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84805,VISA,2016-06-23 05:43:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84806,VISA,2016-06-22 04:30:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84807,VISA,2016-07-05 01:10:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84808,VISA,2016-07-02 09:02:48,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84809,VISA,2016-07-08 05:38:12,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84810,VISA,2016-07-06 08:28:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84811,VISA,2016-06-12 05:50:42,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84812,VISA,2016-06-15 04:10:23,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84813,VISA,2016-07-01 12:37:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84814,VISA,2016-06-12 06:24:08,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84815,VISA,2016-06-02 10:31:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84816,VISA,2016-07-04 03:21:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84817,VISA,2016-06-12 06:12:39,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84819,VISA,2016-07-16 01:55:49,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84820,VISA,2016-07-19 06:58:21,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84821,VISA,2016-06-02 10:02:48,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84822,VISA,2016-07-11 06:38:58,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84823,VISA,2016-07-02 04:17:32,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84824,VISA,2016-07-03 12:41:50,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84825,VISA,2016-07-02 12:07:28,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84826,VISA,2016-06-20 10:26:47,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84827,VISA,2016-06-06 12:01:38,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84828,VISA,2016-06-02 07:09:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84829,VISA,2016-07-11 10:02:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84830,VISA,2016-06-22 04:37:32,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84831,VISA,2016-07-08 08:24:54,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84832,VISA,2016-07-02 07:22:43,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84833,VISA,2016-07-18 05:34:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84834,VISA,2016-06-02 12:09:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84835,VISA,2016-06-14 07:46:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84836,VISA,2016-07-20 12:47:55,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84837,VISA,2016-07-08 10:01:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84838,VISA,2016-06-20 07:04:54,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84839,VISA,2016-07-19 05:47:38,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84841,VISA,2016-06-05 12:42:39,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84842,VISA,2016-06-07 07:59:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84843,VISA,2016-07-14 01:59:46,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84844,VISA,2016-06-14 09:54:28,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84845,VISA,2016-06-09 11:17:29,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84846,VISA,2016-06-23 03:42:52,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84847,VISA,2016-07-19 01:54:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84849,VISA,2016-07-21 06:25:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84850,VISA,2016-07-14 10:36:49,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84851,VISA,2016-06-10 04:46:48,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84852,VISA,2016-06-08 07:08:02,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84853,VISA,2016-07-02 05:11:21,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84854,VISA,2016-07-12 03:10:25,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84855,VISA,2016-06-16 11:57:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84856,VISA,2016-07-21 03:34:38,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84857,VISA,2016-07-07 03:41:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84858,VISA,2016-06-10 07:45:33,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84859,VISA,2016-06-08 02:24:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84860,VISA,2016-06-11 09:20:09,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84861,VISA,2016-07-16 07:49:17,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84862,VISA,2016-06-15 06:35:17,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84863,VISA,2016-07-05 11:20:27,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84864,VISA,2016-07-19 01:31:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84865,VISA,2016-06-21 07:56:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84866,VISA,2016-07-06 12:26:24,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84867,VISA,2016-07-06 04:56:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84868,VISA,2016-06-11 11:30:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84869,VISA,2016-06-11 03:10:50,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84870,VISA,2016-06-06 04:34:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84871,VISA,2016-06-02 08:33:46,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84872,VISA,2016-06-14 06:04:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84873,VISA,2016-07-13 04:06:49,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84874,VISA,2016-06-17 01:09:52,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84875,VISA,2016-06-11 03:54:02,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84876,VISA,2016-06-20 06:20:59,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84877,VISA,2016-06-08 12:56:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84878,VISA,2016-06-23 10:36:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84879,VISA,2016-07-04 03:31:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84880,VISA,2016-07-04 06:45:12,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84881,VISA,2016-06-06 01:23:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84882,VISA,2016-06-07 03:53:42,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84883,VISA,2016-06-18 10:28:52,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84884,VISA,2016-06-13 09:15:47,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84886,VISA,2016-06-03 06:32:59,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84887,VISA,2016-06-20 11:16:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84888,VISA,2016-07-04 12:48:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84889,VISA,2016-06-13 01:27:56,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84890,VISA,2016-07-07 05:49:44,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84891,VISA,2016-07-01 09:20:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84892,VISA,2016-06-20 10:13:26,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84893,VISA,2016-07-04 03:01:56,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84895,VISA,2016-07-18 07:20:10,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84896,VISA,2016-06-22 03:16:40,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84897,VISA,2016-06-01 10:31:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84898,VISA,2016-06-20 09:01:33,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84899,VISA,2016-07-03 06:39:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84900,VISA,2016-06-10 11:36:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84901,VISA,2016-07-13 03:53:39,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84902,VISA,2016-06-06 07:32:23,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84903,VISA,2016-06-01 04:19:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84904,VISA,2016-06-17 05:03:28,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84905,VISA,2016-07-16 11:04:28,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84906,VISA,2016-07-21 11:05:21,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84907,VISA,2016-06-09 03:24:02,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84909,VISA,2016-07-17 03:01:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84910,VISA,2016-07-19 06:01:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84911,VISA,2016-06-20 03:04:52,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84912,VISA,2016-06-05 03:15:55,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84913,VISA,2016-06-16 04:02:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84914,VISA,2016-07-10 07:31:54,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84915,VISA,2016-06-15 07:47:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84916,VISA,2016-06-02 06:45:29,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84917,VISA,2016-07-15 12:26:40,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84918,VISA,2016-07-14 12:24:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84919,VISA,2016-06-10 05:59:42,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84920,VISA,2016-07-02 11:33:12,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84921,VISA,2016-06-10 06:46:27,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84922,VISA,2016-06-09 08:43:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84923,VISA,2016-07-06 05:40:48,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84924,VISA,2016-07-20 10:47:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-84925,VISA,2016-07-08 03:45:42,GBP,1.00,1.00,,100,0,ECOM,AUTH
